date,total_vaccinations,people_vaccinated,total_vaccinations_per_hundred,people_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million,daily_vaccinations_raw,people_fully_vaccinated,people_fully_vaccinated_per_hundred,country,iso_code
2021-02-13,13165548.0,12675663.0,23.39,22.52,343430.0,6101.0,431683.0,489885.0,0.87,England,OWID_ENG
2021-02-14,13353631.0,12862909.0,23.72,22.85,337467.0,5995.0,188083.0,490722.0,0.87,England,OWID_ENG
2021-02-15,13575245.0,13082669.0,24.12,23.24,332885.0,5914.0,221614.0,492576.0,0.88,England,OWID_ENG
2021-02-16,13891042.0,13395338.0,24.68,23.8,333166.0,5919.0,315797.0,495704.0,0.88,England,OWID_ENG
2021-02-17,14318115.0,13817914.0,25.44,24.55,345184.0,6133.0,427073.0,500201.0,0.89,England,OWID_ENG
2021-02-18,14718938.0,14214176.0,26.15,25.25,346533.0,6157.0,400823.0,504762.0,0.9,England,OWID_ENG
2021-02-19,15046635.0,14537978.0,26.73,25.83,330396.0,5870.0,327697.0,508657.0,0.9,England,OWID_ENG
2021-02-20,15355176.0,14844087.0,27.28,26.37,312804.0,5557.0,308541.0,511089.0,0.91,England,OWID_ENG
2021-02-21,15471509.0,14958074.0,27.49,26.57,302554.0,5375.0,116333.0,513435.0,0.91,England,OWID_ENG
2021-02-22,15631937.0,15113158.0,27.77,26.85,293813.0,5220.0,160428.0,518779.0,0.92,England,OWID_ENG
2021-02-23,15926415.0,15398055.0,28.3,27.36,290768.0,5166.0,294478.0,528360.0,0.9400000000000001,England,OWID_ENG
2021-02-24,16337561.0,15794992.0,29.03,28.06,288492.0,5125.0,411146.0,542569.0,0.96,England,OWID_ENG
2021-02-25,16785841.0,16227104.0,29.82,28.83,295272.0,5246.0,448280.0,558737.0,0.99,England,OWID_ENG
2021-02-26,17254844.0,16679881.0,30.66,29.63,315458.0,5604.0,469003.0,574963.0,1.02,England,OWID_ENG
2021-02-27,17641792.0,17051245.0,31.34,30.29,326659.0,5803.0,386948.0,590547.0,1.05,England,OWID_ENG
2021-02-28,17812739.0,17212804.0,31.65,30.58,334461.0,5942.0,170947.0,599935.0,1.07,England,OWID_ENG
2021-03-01,17985951.0,17373384.0,31.95,30.87,336288.0,5975.0,173212.0,612567.0,1.09,England,OWID_ENG
2021-03-02,18194919.0,17554700.0,32.33,31.19,324072.0,5757.0,208968.0,640219.0,1.1400000000000001,England,OWID_ENG
2021-03-03,18469922.0,17785702.0,32.81,31.6,304623.0,5412.0,275003.0,684220.0,1.22,England,OWID_ENG
2021-03-04,18835355.0,18106090.0,33.46,32.17,292788.0,5202.0,365433.0,729265.0,1.3,England,OWID_ENG
2021-03-05,19258271.0,18491771.0,34.21,32.85,286204.0,5085.0,422916.0,766500.0,1.3599999999999999,England,OWID_ENG
2021-03-06,19663577.0,18875389.0,34.93,33.53,288826.0,5131.0,405306.0,788188.0,1.4,England,OWID_ENG
2021-03-07,19812818.0,19015497.0,35.2,33.78,285726.0,5076.0,149241.0,797321.0,1.42,England,OWID_ENG
2021-03-08,20020354.0,19199233.0,35.57,34.11,290629.0,5163.0,207536.0,821121.0,1.46,England,OWID_ENG
2021-03-09,20248632.0,19380360.0,35.97,34.43,293388.0,5212.0,228278.0,868272.0,1.54,England,OWID_ENG
2021-03-10,20526312.0,19587080.0,36.47,34.8,293770.0,5219.0,277680.0,939232.0,1.67,England,OWID_ENG
2021-03-11,20807385.0,19798473.0,36.97,35.17,281719.0,5005.0,281073.0,1008912.0,1.79,England,OWID_ENG
2021-03-12,21187615.0,20111189.0,37.64,35.73,275621.0,4897.0,380230.0,1076426.0,1.9100000000000001,England,OWID_ENG
2021-03-13,21683887.0,20568821.0,38.52,36.54,288616.0,5128.0,496272.0,1115066.0,1.98,England,OWID_ENG
2021-03-14,21921282.0,20791838.0,38.95,36.94,301209.0,5351.0,237395.0,1129444.0,2.01,England,OWID_ENG
2021-03-15,22284040.0,21122514.0,39.59,37.53,323384.0,5745.0,362758.0,1161526.0,2.06,England,OWID_ENG
2021-03-16,22717791.0,21493356.0,40.36,38.19,352737.0,6267.0,433751.0,1224435.0,2.18,England,OWID_ENG
2021-03-17,23201466.0,21886125.0,41.22,38.88,382165.0,6790.0,483675.0,1315341.0,2.34,England,OWID_ENG
2021-03-18,23757540.0,22337590.0,42.21,39.69,421451.0,7488.0,556074.0,1419950.0,2.52,England,OWID_ENG
2021-03-19,24393759.0,22873079.0,43.34,40.64,458021.0,8137.0,636219.0,1520680.0,2.7,England,OWID_ENG
2021-03-20,25150632.0,23559503.0,44.68,41.86,495249.0,8799.0,756873.0,1591129.0,2.83,England,OWID_ENG
2021-03-21,25476409.0,23854862.0,45.26,42.38,507875.0,9023.0,325777.0,1621547.0,2.88,England,OWID_ENG
2021-03-22,25823406.0,24137423.0,45.88,42.88,505624.0,8983.0,346997.0,1685983.0,3.0,England,OWID_ENG
2021-03-23,26226604.0,24406074.0,46.59,43.36,501259.0,8905.0,403198.0,1820530.0,3.23,England,OWID_ENG
2021-03-24,26710498.0,24681955.0,47.45,43.85,501290.0,8906.0,483894.0,2028543.0,3.6,England,OWID_ENG
2021-03-25,27166754.0,24940005.0,48.26,44.31,487031.0,8653.0,456256.0,2226749.0,3.96,England,OWID_ENG
2021-03-26,27761724.0,25284013.0,49.32,44.92,481138.0,8548.0,594970.0,2477711.0,4.4,England,OWID_ENG
2021-03-27,28330452.0,25651406.0,50.33,45.57,454260.0,8070.0,568728.0,2679046.0,4.76,England,OWID_ENG
2021-03-28,28709906.0,25903782.0,51.01,46.02,461928.0,8207.0,379454.0,2806124.0,4.99,England,OWID_ENG
2021-03-29,29033640.0,26090111.0,51.58,46.35,458605.0,8148.0,323734.0,2943529.0,5.23,England,OWID_ENG
2021-03-30,29443531.0,26266174.0,52.31,46.66,459561.0,8165.0,409891.0,3177357.0,5.64,England,OWID_ENG
2021-03-31,29973324.0,26454219.0,53.25,47.0,466118.0,8281.0,529793.0,3519105.0,6.25,England,OWID_ENG
2021-04-01,30507732.0,26576629.0,54.2,47.22,477283.0,8479.0,534408.0,3931103.0,6.98,England,OWID_ENG
2021-04-02,30791767.0,26644910.0,54.7,47.34,432863.0,7690.0,284035.0,4146857.0,7.37,England,OWID_ENG
2021-04-03,31024182.0,26719422.0,55.12,47.47,384819.0,6837.0,232415.0,4304760.0,7.65,England,OWID_ENG
2021-04-04,31090290.0,26746039.0,55.24,47.52,340055.0,6041.0,66108.0,4344251.0,7.72,England,OWID_ENG
2021-04-05,31164176.0,26765865.0,55.37,47.55,304362.0,5407.0,73886.0,4398311.0,7.8100000000000005,England,OWID_ENG
2021-04-06,31380938.0,26820161.0,55.75,47.65,276772.0,4917.0,216762.0,4560777.0,8.1,England,OWID_ENG
2021-04-07,31812141.0,26879123.0,56.52,47.75,262688.0,4667.0,431203.0,4933018.0,8.76,England,OWID_ENG
2021-04-08,32270892.0,26934662.0,57.33,47.85,251880.0,4475.0,458751.0,5336230.0,9.48,England,OWID_ENG
2021-04-09,32737372.0,26996936.0,58.16,47.96,277944.0,4938.0,466480.0,5740436.0,10.2,England,OWID_ENG
2021-04-10,33248869.0,27070991.0,59.07,48.09,317812.0,5646.0,511497.0,6177878.0,10.98,England,OWID_ENG
2021-04-11,33445922.0,27107590.0,59.42,48.16,336519.0,5979.0,197053.0,6338332.0,11.26,England,OWID_ENG
2021-04-12,33637546.0,27132941.0,59.76,48.2,353339.0,6277.0,191624.0,6504605.0,11.56,England,OWID_ENG
2021-04-13,33934639.0,27172302.0,60.29,48.27,364814.0,6481.0,297093.0,6762337.0,12.01,England,OWID_ENG
2021-04-14,34306139.0,27251419.0,60.95,48.42,356285.0,6330.0,371500.0,7054720.0,12.53,England,OWID_ENG
2021-04-15,34762728.0,27345006.0,61.76,48.58,355977.0,6324.0,456589.0,7417722.0,13.18,England,OWID_ENG
2021-04-16,35311033.0,27447286.0,62.73,48.76,367666.0,6532.0,548305.0,7863747.0,13.97,England,OWID_ENG
2021-04-17,35882008.0,27559381.0,63.75,48.96,376163.0,6683.0,570975.0,8322627.0,14.79,England,OWID_ENG
2021-04-18,36147077.0,27628579.0,64.22,49.09,385879.0,6856.0,265069.0,8518498.0,15.13,England,OWID_ENG
2020-12-28,207.0,,0.02,,,,,,,Estonia,EST
2020-12-29,516.0,,0.04,,309.0,233.0,309.0,,,Estonia,EST
2020-12-30,884.0,,0.07,,338.0,255.0,368.0,,,Estonia,EST
2020-12-31,1907.0,,0.14,,567.0,427.0,1023.0,,,Estonia,EST
2021-01-01,2487.0,,0.19,,570.0,430.0,580.0,,,Estonia,EST
2021-01-02,,,,,459.0,346.0,,,,Estonia,EST
2021-01-03,2517.0,,0.19,,385.0,290.0,,,,Estonia,EST
2021-01-04,2535.0,,0.19,,333.0,251.0,18.0,,,Estonia,EST
2021-01-05,3188.0,,0.24,,382.0,288.0,653.0,,,Estonia,EST
2021-01-06,5009.0,,0.38,,589.0,444.0,1821.0,,,Estonia,EST
2021-01-07,6632.0,,0.5,,675.0,509.0,1623.0,,,Estonia,EST
2021-01-08,7973.0,,0.6000000000000001,,784.0,591.0,1341.0,,,Estonia,EST
2021-01-09,10197.0,,0.77,,1099.0,828.0,2224.0,,,Estonia,EST
2021-01-10,10749.0,,0.81,,1176.0,887.0,552.0,,,Estonia,EST
2021-01-11,10972.0,,0.8300000000000001,,1205.0,908.0,223.0,,,Estonia,EST
2021-01-12,11896.0,,0.9,,1244.0,938.0,924.0,,,Estonia,EST
2021-01-13,13481.0,,1.02,,1210.0,912.0,1585.0,,,Estonia,EST
2021-01-14,14879.0,,1.12,,1178.0,888.0,1398.0,,,Estonia,EST
2021-01-15,16677.0,,1.26,,1243.0,937.0,1798.0,,,Estonia,EST
2021-01-16,17959.0,,1.35,,1109.0,836.0,1282.0,,,Estonia,EST
2021-01-17,18179.0,,1.37,,1061.0,800.0,220.0,,,Estonia,EST
2021-01-18,18275.0,,1.38,,1043.0,786.0,96.0,,,Estonia,EST
2021-01-19,19315.0,,1.46,,1060.0,799.0,1040.0,,,Estonia,EST
2021-01-20,20478.0,,1.54,,1000.0,754.0,1163.0,,,Estonia,EST
2021-01-21,21985.0,,1.6600000000000001,,1015.0,765.0,1507.0,,,Estonia,EST
2021-01-22,24196.0,,1.82,,1074.0,810.0,2211.0,,,Estonia,EST
2021-01-23,25704.0,,1.94,,1106.0,834.0,1508.0,,,Estonia,EST
2021-01-24,25964.0,,1.96,,1112.0,838.0,260.0,,,Estonia,EST
2021-01-25,26126.0,,1.97,,1122.0,846.0,162.0,,,Estonia,EST
2021-01-26,27180.0,,2.05,,1124.0,847.0,1054.0,,,Estonia,EST
2021-01-27,29594.0,,2.23,,1302.0,982.0,2414.0,,,Estonia,EST
2021-01-28,31629.0,25415.0,2.38,1.92,1378.0,1039.0,2035.0,6214.0,0.47000000000000003,Estonia,EST
2021-01-29,34019.0,26412.0,2.56,1.99,1403.0,1058.0,2390.0,7607.0,0.5700000000000001,Estonia,EST
2021-01-30,37230.0,27633.0,2.81,2.08,1647.0,1242.0,3211.0,9597.0,0.72,Estonia,EST
2021-01-31,38055.0,27900.0,2.87,2.1,1727.0,1302.0,825.0,10155.0,0.77,Estonia,EST
2021-02-01,38594.0,28186.0,2.91,2.12,1781.0,1343.0,539.0,10408.0,0.78,Estonia,EST
2021-02-02,40217.0,28907.0,3.03,2.18,1862.0,1404.0,1623.0,11310.0,0.85,Estonia,EST
2021-02-03,43000.0,30158.0,3.24,2.27,1915.0,1444.0,2783.0,12842.0,0.97,Estonia,EST
2021-02-04,46194.0,31864.0,3.48,2.4,2081.0,1569.0,3194.0,14330.0,1.08,Estonia,EST
2021-02-05,49798.0,33927.0,3.75,2.56,2254.0,1699.0,3604.0,15871.0,1.2,Estonia,EST
2021-02-06,52868.0,35492.0,3.99,2.68,2234.0,1684.0,3070.0,17376.0,1.31,Estonia,EST
2021-02-07,53424.0,35905.0,4.03,2.71,2196.0,1655.0,556.0,17519.0,1.32,Estonia,EST
2021-02-08,53481.0,35917.0,4.03,2.71,2127.0,1603.0,57.0,17564.0,1.32,Estonia,EST
2021-02-09,,,,,2236.0,1686.0,,,,Estonia,EST
2021-02-10,58261.0,39147.0,4.39,2.95,2180.0,1643.0,,19114.0,1.44,Estonia,EST
2021-02-11,61757.0,41731.0,4.66,3.15,2223.0,1676.0,3496.0,20026.0,1.51,Estonia,EST
2021-02-12,65798.0,44486.0,4.96,3.35,2286.0,1723.0,4041.0,21312.0,1.6099999999999999,Estonia,EST
2021-02-13,68146.0,46020.0,5.14,3.47,2183.0,1646.0,2348.0,22126.0,1.67,Estonia,EST
2021-02-14,68436.0,46152.0,5.16,3.48,2145.0,1617.0,290.0,22284.0,1.6800000000000002,Estonia,EST
2021-02-15,68497.0,46154.0,5.16,3.48,2145.0,1617.0,61.0,22343.0,1.6800000000000002,Estonia,EST
2021-02-16,69313.0,46740.0,5.23,3.52,1920.0,1447.0,816.0,22573.0,1.7000000000000002,Estonia,EST
2021-02-17,71722.0,48573.0,5.41,3.66,1923.0,1450.0,2409.0,23149.0,1.75,Estonia,EST
2021-02-18,76075.0,52263.0,5.73,3.94,2045.0,1542.0,4353.0,23812.0,1.8,Estonia,EST
2021-02-19,82370.0,57543.0,6.21,4.34,2367.0,1784.0,6295.0,24827.0,1.87,Estonia,EST
2021-02-20,87147.0,61316.0,6.57,4.62,2714.0,2046.0,4777.0,25831.0,1.9500000000000002,Estonia,EST
2021-02-21,87957.0,61904.0,6.63,4.67,2789.0,2102.0,810.0,26053.0,1.96,Estonia,EST
2021-02-22,88790.0,62415.0,6.69,4.71,2899.0,2185.0,833.0,26375.0,1.99,Estonia,EST
2021-02-23,91785.0,64508.0,6.92,4.86,3210.0,2420.0,2995.0,27277.0,2.06,Estonia,EST
2021-02-24,96515.0,68297.0,7.28,5.15,3542.0,2670.0,4730.0,28218.0,2.13,Estonia,EST
2021-02-25,96980.0,68629.0,7.31,5.17,2986.0,2251.0,465.0,28351.0,2.14,Estonia,EST
2021-02-26,,,,,3091.0,2330.0,,,,Estonia,EST
2021-02-27,111039.0,77536.0,8.37,5.84,3413.0,2573.0,,33503.0,2.5300000000000002,Estonia,EST
2021-02-28,,,,,3424.0,2581.0,,,,Estonia,EST
2021-03-01,112809.0,78759.0,8.5,5.94,3431.0,2586.0,,34050.0,2.5700000000000003,Estonia,EST
2021-03-02,116276.0,81209.0,8.77,6.12,3499.0,2638.0,3467.0,35067.0,2.64,Estonia,EST
2021-03-03,,,,,3578.0,2697.0,,,,Estonia,EST
2021-03-04,126848.0,87086.0,9.56,6.5600000000000005,4267.0,3217.0,,39762.0,3.0,Estonia,EST
2021-03-05,134504.0,92270.0,10.14,6.96,4356.0,3284.0,7656.0,42234.0,3.18,Estonia,EST
2021-03-06,,,,,4130.0,3113.0,,,,Estonia,EST
2021-03-07,145394.0,101452.0,10.96,7.65,4781.0,3604.0,,43942.0,3.31,Estonia,EST
2021-03-08,,,,,4990.0,3762.0,,,,Estonia,EST
2021-03-09,150080.0,105845.0,11.31,7.98,4829.0,3640.0,,44235.0,3.33,Estonia,EST
2021-03-10,155175.0,109865.0,11.7,8.28,4802.0,3620.0,5095.0,45310.0,3.42,Estonia,EST
2021-03-11,161693.0,113898.0,12.19,8.59,4978.0,3753.0,6518.0,47795.0,3.6,Estonia,EST
2021-03-12,,,,,5220.0,3935.0,,,,Estonia,EST
2021-03-13,180400.0,127829.0,13.6,9.64,5779.0,4356.0,,52571.0,3.96,Estonia,EST
2021-03-14,185912.0,133263.0,14.01,10.05,5788.0,4363.0,5512.0,52649.0,3.9699999999999998,Estonia,EST
2021-03-15,191207.0,138543.0,14.41,10.44,6210.0,4681.0,5295.0,52664.0,3.9699999999999998,Estonia,EST
2021-03-16,194844.0,141912.0,14.69,10.7,6395.0,4821.0,3637.0,52932.0,3.99,Estonia,EST
2021-03-17,199394.0,145665.0,15.03,10.98,6317.0,4762.0,4550.0,53729.0,4.05,Estonia,EST
2021-03-18,204831.0,150844.0,15.44,11.37,6163.0,4646.0,5437.0,53987.0,4.07,Estonia,EST
2021-03-19,212261.0,157489.0,16.0,11.87,5888.0,4439.0,7430.0,54772.0,4.13,Estonia,EST
2021-03-20,220882.0,163936.0,16.65,12.36,5783.0,4359.0,8621.0,56946.0,4.29,Estonia,EST
2021-03-21,223166.0,166163.0,16.82,12.53,5322.0,4012.0,2284.0,57003.0,4.3,Estonia,EST
2021-03-22,224511.0,167488.0,16.92,12.63,4758.0,3587.0,1345.0,57023.0,4.3,Estonia,EST
2021-03-23,226994.0,169435.0,17.11,12.77,4593.0,3462.0,2483.0,57559.0,4.34,Estonia,EST
2021-03-24,229921.0,172183.0,17.33,12.98,4361.0,3288.0,2927.0,57738.0,4.35,Estonia,EST
2021-03-25,235600.0,177457.0,17.76,13.38,4396.0,3314.0,5679.0,58143.0,4.38,Estonia,EST
2021-03-26,,,,,4525.0,3411.0,,,,Estonia,EST
2021-03-27,252278.0,191723.0,19.02,14.45,4485.0,3381.0,,60555.0,4.5600000000000005,Estonia,EST
2021-03-28,254683.0,193870.0,19.2,14.61,4502.0,3394.0,2405.0,60813.0,4.58,Estonia,EST
2021-03-29,255219.0,194358.0,19.24,14.65,4387.0,3307.0,536.0,60861.0,4.59,Estonia,EST
2021-03-30,,,,,4451.0,3355.0,,,,Estonia,EST
2021-03-31,261089.0,198905.0,19.68,14.99,4453.0,3357.0,,62184.0,4.69,Estonia,EST
2021-04-01,267061.0,203365.0,20.13,15.33,4494.0,3388.0,5972.0,63696.0,4.8,Estonia,EST
2021-04-02,279012.0,211367.0,21.03,15.93,5010.0,3777.0,11951.0,67645.0,5.1,Estonia,EST
2021-04-03,282946.0,214921.0,21.33,16.2,4381.0,3303.0,3934.0,68025.0,5.13,Estonia,EST
2021-04-04,291801.0,223153.0,22.0,16.82,5303.0,3998.0,8855.0,68648.0,5.17,Estonia,EST
2021-04-05,296031.0,227246.0,22.32,17.13,5830.0,4395.0,4230.0,68785.0,5.19,Estonia,EST
2021-04-06,299020.0,229241.0,22.54,17.28,5838.0,4401.0,2989.0,69779.0,5.26,Estonia,EST
2021-04-07,302626.0,231710.0,22.81,17.47,5934.0,4473.0,3606.0,70916.0,5.35,Estonia,EST
2021-04-08,308633.0,236598.0,23.27,17.84,5939.0,4477.0,6007.0,72035.0,5.43,Estonia,EST
2021-04-09,,,,,5915.0,4459.0,,,,Estonia,EST
2021-04-10,332207.0,257837.0,25.04,19.44,7037.0,5305.0,,74370.0,5.61,Estonia,EST
2021-04-11,333835.0,259061.0,25.17,19.53,6005.0,4527.0,1628.0,74774.0,5.64,Estonia,EST
2021-04-12,,,,,5560.0,4191.0,,,,Estonia,EST
2021-04-13,336062.0,260797.0,25.33,19.66,5292.0,3989.0,,75265.0,5.67,Estonia,EST
2021-04-14,338922.0,263081.0,25.55,19.83,5185.0,3909.0,2860.0,75841.0,5.72,Estonia,EST
2021-04-15,,,,,5738.0,4326.0,,,,Estonia,EST
2021-04-16,358671.0,277745.0,27.04,20.94,5464.0,4119.0,,80926.0,6.1,Estonia,EST
2021-04-17,370197.0,285973.0,27.91,21.56,5427.0,4091.0,11526.0,84224.0,6.35,Estonia,EST
2021-04-18,372262.0,287298.0,28.06,21.66,5490.0,4139.0,2065.0,84964.0,6.4,Estonia,EST
2020-12-15,28500.0,28500.0,0.0,0.0,,,,,,Europe,OWID_EUR
2020-12-16,,,,,3357.0,4.0,,,,Europe,OWID_EUR
2020-12-17,,,,,3357.0,4.0,,,,Europe,OWID_EUR
2020-12-18,,,,,3357.0,4.0,,,,Europe,OWID_EUR
2020-12-19,,,,,3357.0,4.0,,,,Europe,OWID_EUR
2020-12-20,,,,,3357.0,4.0,,,,Europe,OWID_EUR
2020-12-21,,,,,3357.0,4.0,,,,Europe,OWID_EUR
2020-12-22,52000.0,52000.0,0.01,0.01,3357.0,4.0,,,,Europe,OWID_EUR
2020-12-23,52000.0,52000.0,0.01,0.01,2878.0,4.0,0.0,,,Europe,OWID_EUR
2020-12-24,52000.0,52000.0,0.01,0.01,2398.0,3.0,0.0,,,Europe,OWID_EUR
2020-12-25,52000.0,52000.0,0.01,0.01,1918.0,3.0,0.0,,,Europe,OWID_EUR
2020-12-26,52000.0,52000.0,0.01,0.01,1439.0,2.0,0.0,,,Europe,OWID_EUR
2020-12-27,108500.0,108489.0,0.01,0.01,9031.0,12.0,56500.0,11.0,0.0,Europe,OWID_EUR
2020-12-28,146838.0,146121.0,0.02,0.02,14028.0,19.0,38338.0,11.0,0.0,Europe,OWID_EUR
2020-12-29,237600.0,235491.0,0.03,0.03,26514.0,35.0,90762.0,600.0,0.0,Europe,OWID_EUR
2020-12-30,385808.0,382789.0,0.05,0.05,47687.0,64.0,148208.0,605.0,0.0,Europe,OWID_EUR
2020-12-31,495189.0,486104.0,0.07,0.06,63313.0,85.0,109381.0,760.0,0.0,Europe,OWID_EUR
2021-01-01,530594.0,520929.0,0.07,0.07,68371.0,91.0,35405.0,760.0,0.0,Europe,OWID_EUR
2021-01-02,1385333.0,1375392.0,0.19,0.18,190476.0,254.0,854739.0,1036.0,0.0,Europe,OWID_EUR
2021-01-03,2880827.0,2841892.0,0.38,0.38,396047.0,529.0,1495494.0,23110.0,0.0,Europe,OWID_EUR
2021-01-04,3157062.0,3111771.0,0.42,0.42,430032.0,574.0,276235.0,23110.0,0.0,Europe,OWID_EUR
2021-01-05,3474116.0,3421195.0,0.46,0.46,462359.0,618.0,317054.0,23135.0,0.0,Europe,OWID_EUR
2021-01-06,3741278.0,3676811.0,0.5,0.49,479353.0,640.0,267162.0,23136.0,0.0,Europe,OWID_EUR
2021-01-07,4142811.0,4052453.0,0.55,0.54,521089.0,696.0,401533.0,23140.0,0.0,Europe,OWID_EUR
2021-01-08,4518324.0,4424232.0,0.6000000000000001,0.59,569676.0,761.0,375513.0,23459.0,0.0,Europe,OWID_EUR
2021-01-09,4714199.0,4618142.0,0.63,0.62,475552.0,635.0,195875.0,23505.0,0.0,Europe,OWID_EUR
2021-01-10,6205765.0,5686905.0,0.8300000000000001,0.76,474991.0,634.0,1491566.0,392955.0,0.05,Europe,OWID_EUR
2021-01-11,6801178.0,6252006.0,0.91,0.84,520588.0,695.0,595413.0,413771.0,0.06,Europe,OWID_EUR
2021-01-12,7488604.0,6912251.0,1.0,0.92,573498.0,766.0,687426.0,429884.0,0.06,Europe,OWID_EUR
2021-01-13,8579534.0,7941199.0,1.15,1.06,691179.0,923.0,1090930.0,439808.0,0.06,Europe,OWID_EUR
2021-01-14,9439879.0,8776854.0,1.26,1.17,756724.0,1011.0,860345.0,445388.0,0.06,Europe,OWID_EUR
2021-01-15,10305772.0,9620518.0,1.38,1.28,826778.0,1104.0,865893.0,450463.0,0.06,Europe,OWID_EUR
2021-01-16,10824765.0,10128191.0,1.45,1.35,872938.0,1166.0,518993.0,454072.0,0.06,Europe,OWID_EUR
2021-01-17,11337213.0,10593017.0,1.51,1.4100000000000001,733064.0,979.0,512448.0,481650.0,0.06,Europe,OWID_EUR
2021-01-18,12043072.0,11348805.0,1.6099999999999999,1.52,748842.0,1000.0,705859.0,525024.0,0.07,Europe,OWID_EUR
2021-01-19,12941158.0,12165552.0,1.73,1.62,778936.0,1040.0,898086.0,604067.0,0.08,Europe,OWID_EUR
2021-01-20,13950775.0,13031066.0,1.8599999999999999,1.74,767320.0,1025.0,1009617.0,712870.0,0.1,Europe,OWID_EUR
2021-01-21,15029259.0,13956991.0,2.01,1.8599999999999999,798483.0,1067.0,1078484.0,844125.0,0.11,Europe,OWID_EUR
2021-01-22,16075958.0,14888441.0,2.15,1.99,824312.0,1101.0,1046699.0,933466.0,0.12,Europe,OWID_EUR
2021-01-23,16892112.0,15604687.0,2.26,2.08,866764.0,1158.0,816154.0,1031632.0,0.14,Europe,OWID_EUR
2021-01-24,17806107.0,16198818.0,2.38,2.16,924128.0,1234.0,913995.0,1132678.0,0.15,Europe,OWID_EUR
2021-01-25,18637065.0,16906697.0,2.49,2.26,941999.0,1258.0,830958.0,1351117.0,0.18,Europe,OWID_EUR
2021-01-26,19638762.0,17617085.0,2.62,2.35,956801.0,1278.0,1001697.0,1622705.0,0.22,Europe,OWID_EUR
2021-01-27,20676251.0,18480754.0,2.76,2.47,960782.0,1283.0,1037489.0,1880382.0,0.25,Europe,OWID_EUR
2021-01-28,21836129.0,19314410.0,2.92,2.58,972410.0,1299.0,1159878.0,2206830.0,0.29,Europe,OWID_EUR
2021-01-29,22961272.0,20108529.0,3.07,2.69,983616.0,1314.0,1125143.0,2497356.0,0.33,Europe,OWID_EUR
2021-01-30,23941189.0,20903384.0,3.2,2.79,1007011.0,1345.0,979917.0,2740464.0,0.37,Europe,OWID_EUR
2021-01-31,24968437.0,21594314.0,3.33,2.88,1023190.0,1367.0,1027248.0,3047336.0,0.41000000000000003,Europe,OWID_EUR
2021-02-01,25858582.0,22148114.0,3.45,2.96,1031645.0,1378.0,890145.0,3384552.0,0.45,Europe,OWID_EUR
2021-02-02,26995620.0,22865263.0,3.61,3.05,1050980.0,1404.0,1137038.0,3794381.0,0.51,Europe,OWID_EUR
2021-02-03,28332252.0,23672936.0,3.7800000000000002,3.16,1093714.0,1461.0,1336632.0,4285791.0,0.5700000000000001,Europe,OWID_EUR
2021-02-04,29717259.0,24524198.0,3.9699999999999998,3.2800000000000002,1125876.0,1504.0,1385007.0,4807262.0,0.64,Europe,OWID_EUR
2021-02-05,30924020.0,25304420.0,4.13,3.38,1137535.0,1519.0,1206761.0,5222098.0,0.7000000000000001,Europe,OWID_EUR
2021-02-06,31829769.0,25998784.0,4.25,3.47,1126940.0,1505.0,905749.0,5431744.0,0.73,Europe,OWID_EUR
2021-02-07,32768408.0,26599703.0,4.38,3.55,1114282.0,1488.0,938639.0,5752729.0,0.77,Europe,OWID_EUR
2021-02-08,33602427.0,27140360.0,4.49,3.63,1106264.0,1478.0,834019.0,6034082.0,0.81,Europe,OWID_EUR
2021-02-09,34745850.0,27883572.0,4.64,3.7199999999999998,1107176.0,1479.0,1143423.0,6421620.0,0.86,Europe,OWID_EUR
2021-02-10,38934797.0,29901865.0,5.2,3.99,1514649.0,2023.0,4188947.0,8549475.0,1.1400000000000001,Europe,OWID_EUR
2021-02-11,40477784.0,30913007.0,5.41,4.13,1537218.0,2053.0,1542987.0,9066131.0,1.21,Europe,OWID_EUR
2021-02-12,41992641.0,31950852.0,5.61,4.27,1581232.0,2112.0,1514857.0,9529144.0,1.27,Europe,OWID_EUR
2021-02-13,42915988.0,32673092.0,5.73,4.36,1583746.0,2115.0,923347.0,9727563.0,1.3,Europe,OWID_EUR
2021-02-14,44019156.0,33814817.0,5.88,4.52,1607250.0,2147.0,1103168.0,10201909.0,1.3599999999999999,Europe,OWID_EUR
2021-02-15,44914476.0,34420403.0,6.0,4.6,1616007.0,2158.0,895320.0,10491673.0,1.4,Europe,OWID_EUR
2021-02-16,46010522.0,35188450.0,6.15,4.7,1609239.0,2149.0,1096046.0,10819672.0,1.45,Europe,OWID_EUR
2021-02-17,47462720.0,36213968.0,6.34,4.84,1218275.0,1627.0,1452198.0,11246352.0,1.5,Europe,OWID_EUR
2021-02-18,49056220.0,37360867.0,6.55,4.99,1225491.0,1637.0,1593500.0,11692953.0,1.56,Europe,OWID_EUR
2021-02-19,50318247.0,38275832.0,6.72,5.11,1189372.0,1589.0,1262027.0,12038887.0,1.6099999999999999,Europe,OWID_EUR
2021-02-20,51171677.0,38962064.0,6.83,5.2,1179384.0,1575.0,853430.0,12206085.0,1.63,Europe,OWID_EUR
2021-02-21,52185117.0,39700509.0,6.97,5.3,1166566.0,1558.0,1013440.0,12481888.0,1.67,Europe,OWID_EUR
